Cuisines,0
Afghan,0.0007630675314765357
American,0.002670736360167875
Andhra,0.008012209080503624
Arabian,0.008393742846241892
Asian,0.006867607783288821
Awadhi,0.00038153376573826786
BBQ,0.0019076688286913392
Bakery,0.019839755818389926
Bar Food,0.00038153376573826786
Bengali,0.0015261350629530714
Beverages,0.10186951545211752
Biryani,0.061045402518122856
Bubble Tea,0.0007630675314765357
Burger,0.018695154521175122
Burmese,0.00038153376573826786
Cafe,0.006104540251812286
Chettinad,0.0019076688286913392
Chinese,0.08927890118275468
Coffee,0.003052270125906143
Continental,0.0064860740175505536
Desserts,0.07897748950782144
European,0.00038153376573826786
Fast Food,0.0663868752384586
Finger Food,0.0007630675314765357
French,0.0011446012972148034
Healthy Food,0.0064860740175505536
Hyderabadi,0.0038153376573826785
Ice Cream,0.027470431133155285
Indonesian,0.0007630675314765357
Iranian,0.00038153376573826786
Italian,0.009538344143456695
Japanese,0.003052270125906143
Juices,0.012209080503624571
Kashmiri,0.00038153376573826786
Kebab,0.013353681800839375
Kerala,0.007630675314765357
Korean,0.0011446012972148034
Lebanese,0.004196871423120946
Lucknowi,0.0011446012972148034
Maharashtrian,0.0015261350629530714
Malaysian,0.0007630675314765357
Mangalorean,0.0015261350629530714
Mediterranean,0.00038153376573826786
Mexican,0.002289202594429607
Middle Eastern,0.00038153376573826786
Mishti,0.00038153376573826786
Mithai,0.01030141167493323
Momos,0.009919877909194963
Mughlai,0.025562762304463946
Naga,0.00038153376573826786
North Eastern,0.00038153376573826786
North Indian,0.09462037390309043
Odia,0.00038153376573826786
Oriental,0.0019076688286913392
Paan,0.00038153376573826786
Pancake,0.0011446012972148034
Panini,0.00038153376573826786
Pasta,0.004196871423120946
Pizza,0.018695154521175122
Portuguese,0.00038153376573826786
Rajasthani,0.0019076688286913392
Rolls,0.02060282334986646
Salad,0.004196871423120946
Sandwich,0.017932086989698587
Seafood,0.016787485692483783
Shake,0.0343380389164441
Shawarma,0.0019076688286913392
Sichuan,0.021365890881343
Singaporean,0.00038153376573826786
South Indian,0.05799313239221671
Street Food,0.04349484929416254
Sushi,0.002289202594429607
Tea,0.0034338038916444107
Thai,0.004578405188859214
Tibetan,0.002670736360167875
Vietnamese,0.0007630675314765357
Waffle,0.0038153376573826785
Wraps,0.006104540251812286
